,property_type,barrio,rooms,price,lat,lon,distancia_minima_escuela (m)
22593,Departamento,Retiro,2.0,115000.0,-34.5956953,-58.3814461,226.94086747354865
22595,Departamento,Almagro,2.0,138000.0,-34.5992869168,-58.4112145286,115.98096005763381
22596,Departamento,Almagro,1.0,70000.0,-34.613313,-58.4040257,150.16086514622762
22597,Departamento,Almagro,1.0,125000.0,-34.5982192139,-58.43003808130001,204.5504604024071
22598,Departamento,Almagro,1.0,85000.0,-34.6053838,-58.43065229999999,178.7838867535108
22599,Departamento,Almagro,1.0,94000.0,-34.6041864,-58.41401510000001,185.97085232591826
22600,Departamento,Almagro,1.0,120000.0,-34.6167084206,-58.4182375158,120.19028507236986
22602,Departamento,Palermo,1.0,115000.0,-34.5721213741,-58.433725028599994,286.56052789679853
22603,Departamento,Palermo,1.0,98000.0,-34.5683196,-58.4307439,269.8264136366506
22608,Departamento,Palermo,1.0,139000.0,-34.567478200000004,-58.4375419,106.50020883765703
22609,Departamento,Palermo,1.0,100000.0,-34.58490689999999,-58.44300060000001,163.3195274585368
22612,Departamento,Palermo,1.0,106100.0,-34.588245,-58.439884,236.26723923955967
22617,Departamento,Palermo,1.0,120000.0,-34.5973304,-58.4216121,208.58108881237084
22618,Departamento,Palermo,1.0,125000.0,-34.5982192139,-58.43003808130001,204.5504604024071
22622,Departamento,Palermo,1.0,120000.0,-34.5973304,-58.4216121,208.58108881237084
22631,Departamento,Paternal,2.0,100000.0,-34.606679,-58.46134,200.3630561499526
22636,Departamento,Recoleta,1.0,110000.0,-34.5994205,-58.3868673,119.18677612529291
22638,Departamento,Saavedra,1.0,99500.0,-34.542574,-58.474293,47.33377504472445
22639,Departamento,Balvanera,2.0,83000.0,-34.620095,-58.4102798,87.72228655765792
22641,Departamento,Caballito,1.0,102000.0,-34.6093076981,-58.443119406099996,333.7069474816593
22642,Departamento,Caballito,2.0,90000.0,-34.6119515,-58.43686020000001,115.18791883865497
22643,Departamento,Caballito,1.0,108000.0,-34.6093076981,-58.443119406099996,333.7069474816593
22645,Departamento,Caballito,1.0,97000.0,-34.6093076981,-58.443119406099996,333.7069474816593
22648,Departamento,Caballito,1.0,115000.0,-34.6093076981,-58.443119406099996,333.7069474816593
22654,Departamento,Barrio Norte,3.0,135000.0,-34.584198,-58.41526750000001,105.47900885896095
22656,Departamento,San Nicolás,3.0,108000.0,-34.6029517992,-58.387774881599995,130.37176414510088
22659,Departamento,Villa Crespo,1.0,125000.0,-34.5982192139,-58.43003808130001,204.5504604024071
22662,Departamento,Villa Crespo,1.0,99000.0,-34.5983368,-58.44076750000001,66.79129605332518
22664,Departamento,Villa Crespo,1.0,99000.0,-34.5983368,-58.44076750000001,66.79129605332518
22665,Departamento,Villa Crespo,1.0,108000.0,-34.59779,-58.43153,208.01035857124518
22666,Departamento,Villa Devoto,2.0,133000.0,-34.6032278,-58.5165206,175.8305951139497
22667,Departamento,Villa Lugano,3.0,55000.0,-34.6831881093,-58.4678525018,211.24430729413376
22668,Departamento,Villa Urquiza,1.0,108000.0,-34.5739998,-58.4744733,319.74292074409243
22671,Departamento,Villa Urquiza,1.0,110000.0,-34.5739998,-58.4744733,319.74292074409243
22681,PH,Parque Avellaneda,2.0,85000.0,-34.6450010173,-58.489154408500006,188.3502968307436
22684,Departamento,Almagro,2.0,109900.0,-34.606772,-58.414697,55.60046935081619
22685,Departamento,Almagro,2.0,120000.0,-34.607229,-58.429928,70.45371774405227
22686,Departamento,Almagro,2.0,75000.0,-34.617452,-58.400769,153.09821040936987
22687,Departamento,Almagro,2.0,73000.0,-34.607155139,-58.411810033500004,226.54831720567122
22689,Departamento,Palermo,2.0,118000.0,-34.59732979,-58.42413734,80.33219188302148
22690,Departamento,Palermo,2.0,146000.0,-34.587087,-58.40341,205.09198833997803
22691,Departamento,Palermo,2.0,145000.0,-34.5880071,-58.42012239999999,121.5025632669693
22692,Departamento,Palermo,2.0,95000.0,-34.5938126478,-58.4287258448,166.4233495129445
22693,Departamento,Belgrano,2.0,138500.0,-34.565927,-58.467854,208.21648353411982
22695,Departamento,Recoleta,1.0,138000.0,-34.592824900000004,-58.3844252,59.23408620220331
22696,Departamento,Recoleta,2.0,129000.0,-34.5929397,-58.4005167,21.019691915722795
22697,Departamento,Caballito,2.0,114000.0,-34.6105506209,-58.4443834744,284.97443433862793
22698,Departamento,Caballito,2.0,114000.0,-34.6105506209,-58.4443834744,284.97443433862793
22699,Departamento,Caballito,2.0,114000.0,-34.6105506209,-58.4443834744,284.97443433862793
22700,Departamento,Caballito,2.0,135000.0,-34.6093076981,-58.443119406099996,333.7069474816593
22701,Departamento,Caballito,2.0,129000.0,-34.6093076981,-58.443119406099996,333.7069474816593
22702,Departamento,Caballito,2.0,114000.0,-34.6105506209,-58.4443834744,284.97443433862793
22703,Departamento,Colegiales,1.0,96000.0,-34.623154,-58.395603,155.79719382255334
22705,Departamento,Barrio Norte,2.0,110000.0,-34.587382500000004,-58.3972762,189.8143755573454
22709,Departamento,Monte Castro,2.0,86000.0,-34.618746,-58.505377,114.97079645970514
22710,Departamento,Villa Crespo,2.0,89900.0,-34.5891589,-58.4455048,215.87293095357708
22711,Departamento,Villa Crespo,2.0,114000.0,-34.6105506209,-58.4443834744,284.97443433862793
22713,Departamento,Villa Crespo,2.0,140000.0,-34.6008673348,-58.4346996174,165.21357009951416
22714,Departamento,Villa Crespo,2.0,114000.0,-34.6105506209,-58.4443834744,284.97443433862793
22715,Departamento,Villa Crespo,2.0,95000.0,-34.601207603,-58.4336412821,233.98080849074123
22716,Departamento,San Cristobal,2.0,145900.0,-34.620336,-58.40286999999999,214.65994049109005
22717,Departamento,Villa Urquiza,2.0,132835.0,-34.580818,-58.491051,148.1602829379509
22718,Departamento,Villa Urquiza,2.0,149000.0,-34.585512,-58.47658199999999,368.8974937809906
22720,Departamento,Villa Urquiza,2.0,129000.0,-34.580046,-58.491366000000006,141.01858605591391
22721,Departamento,Villa del Parque,2.0,119500.0,-34.609605,-58.503412,241.82374789938586
22731,Departamento,Almagro,3.0,137000.0,-34.6023618,-58.4194684,51.82173791923043
22739,Departamento,Paternal,3.0,98000.0,-34.5987263,-58.464604,217.74820424102037
22743,Departamento,San Telmo,3.0,136000.0,-34.615749,-58.37780400000001,154.9751322666128
22747,Departamento,Villa Crespo,3.0,140000.0,-34.6000146,-58.4424739,90.21887048014969
22749,Departamento,Villa Crespo,3.0,123000.0,-34.6015119816,-58.438091397,31.632629988189596
22750,Departamento,Villa Crespo,3.0,137000.0,-34.59584,-58.44075,89.05085071890566
22754,Departamento,San Cristobal,3.0,115000.0,-34.623221346,-58.4062266228,93.71685111181736
22777,Departamento,Balvanera,4.0,143000.0,-34.6136411,-58.4069098,135.02791522141402
22780,Departamento,Villa General Mitre,4.0,120000.0,-34.6113284,-58.4661454,202.44518279702524
22807,Oficina,Belgrano,1.0,90000.0,-34.5578563,-58.4611679,61.99627359191318
22809,Oficina,Monserrat,1.0,31000.0,-34.6128816,-58.3845936,97.40192844409803
22810,Departamento,Almagro,1.0,115000.0,-34.597792600000005,-58.40646750000001,156.97142264534585
22811,Departamento,Coghlan,1.0,139000.0,-34.5601594,-58.47156579999999,82.57485019806968
22812,Departamento,Liniers,1.0,49000.0,-34.6434835827,-58.5146569808,91.94234997866634
22814,Departamento,Palermo,1.0,108000.0,-34.5810617,-58.4246279,73.66531291833657
22815,Departamento,Palermo,1.0,83000.0,-34.592181657,-58.4330264884,74.8678855526063
22816,Departamento,Palermo,1.0,120000.0,-34.5675652,-58.432686,195.98827897012555
22817,Departamento,Palermo,1.0,91000.0,-34.578062200000005,-58.4057843,23.082473417671448
22820,Departamento,Belgrano,1.0,92500.0,-34.5573998,-58.4489055,208.14275464766692
22821,Departamento,Belgrano,1.0,92500.0,-34.5573998,-58.4489055,208.14275464766692
22822,Departamento,Belgrano,1.0,92500.0,-34.5573998,-58.4489055,208.14275464766692
22823,Departamento,Floresta,1.0,55000.0,-34.6283008,-58.4883129,96.73541922839738
22829,Departamento,Saavedra,1.0,67500.0,-34.543640100000005,-58.48443,453.4244379163376
22830,Departamento,Saavedra,1.0,136000.0,-34.5550708,-58.4829324,340.01474301710914
22831,Departamento,Balvanera,1.0,80000.0,-34.6009058,-58.4045797,71.12966668564249
22832,Departamento,Agronomía,1.0,106000.0,-34.5924699,-58.4944042,159.9770828078319
22833,Departamento,San Nicolás,1.0,110000.0,-34.6045313,-58.39165260000001,113.24303748929783
22834,Departamento,San Nicolás,1.0,142000.0,-34.6014804,-58.392835,19.10387180713725
22835,Departamento,Villa Pueyrredón,1.0,94000.0,-34.583109,-58.49901970000001,149.03841284193095
22836,Local comercial,Almagro,1.0,18000.0,-34.6084369,-58.42067,96.37506926481053
22837,PH,Villa Urquiza,2.0,130000.0,-34.5671526,-58.4906198,153.98310524723726
22839,Casa,Liniers,2.0,79900.0,-34.64757538,-58.52350616,408.94675791939903
22840,Departamento,Boca,2.0,112000.0,-34.6278761,-58.360151,229.27856995676402
22841,Departamento,Boedo,2.0,80000.0,-34.6177306,-58.4183675,83.41218800902008
22842,Departamento,Boedo,2.0,60000.0,-34.6255009,-58.423171,290.02881143643555
22843,Departamento,Flores,2.0,112000.0,-34.6304133,-58.466815,130.1617678698126
22844,Departamento,Flores,2.0,98000.0,-34.6271395,-58.4667363,62.02664091939774
22847,Departamento,Almagro,2.0,98000.0,-34.6040447,-58.4289468,148.07330051888488
22857,Departamento,Palermo,2.0,79000.0,-34.5901593,-58.4124895,26.814382835123002
22858,Departamento,Palermo,2.0,105000.0,-34.589921200000006,-58.4232282,272.8022403919962
22861,Departamento,Palermo,2.0,95000.0,-34.5810283,-58.4233119,61.559400198974615
22862,Departamento,Belgrano,2.0,109000.0,-34.5521255,-58.451648,28.58451054096056
22864,Departamento,Belgrano,2.0,137000.0,-34.5607691,-58.4499471,219.8994857285523
22865,Departamento,Belgrano,2.0,107000.0,-34.5647797,-58.46934930000001,126.01140973009079
22868,Departamento,Recoleta,2.0,145000.0,-34.593557000000004,-58.397163,100.52330869741822
22869,Departamento,Balvanera,2.0,149000.0,-34.612776399999994,-58.393261,57.28154234049696
22870,Departamento,Caballito,2.0,72000.0,-34.61882979999999,-58.4411309,52.299071393073596
22871,Departamento,Caballito,2.0,100000.0,-34.6215502,-58.4310468,95.60540124788884
22873,Departamento,Caballito,2.0,78000.0,-34.612305799999994,-58.43386020000001,94.48975893114086
22875,Departamento,Monserrat,2.0,96000.0,-34.6130562,-58.3830522,134.12575386944175
22876,Departamento,San Telmo,2.0,99500.0,-34.613158500000004,-58.3841218,115.2292544869248
22877,Departamento,Colegiales,2.0,82000.0,-34.5873100612,-58.44677735770001,261.3711321436186
22879,Departamento,Villa Crespo,2.0,75000.0,-34.5947209,-58.4442897,271.0396319352748
22880,Departamento,Villa Crespo,2.0,119900.0,-34.599389646300004,-58.430540408999995,163.29442360308994
22883,PH,Villa Devoto,3.0,145000.0,-34.621150799999995,-58.4987554,220.68213337979805
22886,Oficina,Tribunales,3.0,126000.0,-34.5999513,-58.38698220000001,92.29683347741845
22887,Departamento,Once,3.0,120000.0,-34.6101799,-58.40449142,96.47682066907855
22890,Departamento,Almagro,3.0,140000.0,-34.6071778,-58.43071479999999,65.6389564091847
22891,Departamento,Almagro,3.0,148000.0,-34.6129989,-58.421962,89.48083551811109
22908,Departamento,Caballito,3.0,130000.0,-34.6088377,-58.4315824,120.12231190052263
22915,Departamento,Caballito,3.0,117000.0,-34.60795529999999,-58.43886189999999,210.34381947433235
22917,Departamento,Catalinas,3.0,135000.0,-34.620834499999994,-58.4322064,109.74459503361165
22924,Departamento,San Cristobal,3.0,110000.0,-34.6234041,-58.407104,84.15969165709129
22937,Departamento,Boca,4.0,99000.0,-34.6358913,-58.3622181,23.046777741596934
22974,PH,Liniers,1.0,55000.0,-34.6466384746,-58.518137515,265.1446589929088
22975,PH,Floresta,3.0,138000.0,-34.633384406,-58.487436431800006,103.40685534988245
22978,PH,Mataderos,3.0,112000.0,-34.6532035,-58.501779000000006,207.09009479843735
22979,PH,Colegiales,3.0,120000.0,-34.5798936,-58.4492866,111.63120115844264
22983,Casa,Floresta,3.0,85000.0,-34.6220054,-58.480884,296.57226142860225
22987,Departamento,Boca,3.0,88000.0,-34.6292184,-58.3672379,144.3239078848553
22988,Departamento,Once,2.0,57900.0,-34.60548,-58.407112,154.84098429799758
22989,Departamento,Once,2.0,83000.0,-34.6071145,-58.3982105,20.524704721748897
22990,Departamento,Once,3.0,148000.0,-34.604819899999995,-58.400703,142.31030704004286
22991,Departamento,Boedo,1.0,87000.0,-34.6287231,-58.4132576,318.32839468035354
22997,Departamento,Almagro,2.0,73000.0,-34.61144470000001,-58.4209936,130.9482475119547
22998,Departamento,Almagro,3.0,107000.0,-34.6029951,-58.42441529999999,70.89912081356997
22999,Departamento,Liniers,1.0,78000.0,-34.644978,-58.513973,265.5278433011948
23005,Departamento,Palermo,2.0,110000.0,-34.5980401,-58.42195079999999,164.8839995911253
23006,Departamento,Palermo,1.0,110000.0,-34.587467100000005,-58.4014201,82.30368483796022
23007,Departamento,Palermo,1.0,69500.0,-34.581434,-58.4266535,112.55585912707491
23009,Departamento,Palermo,2.0,89000.0,-34.601016200000004,-58.417857700000006,170.24010209846264
23014,Departamento,Barracas,4.0,103200.0,-34.6454035,-58.38128390000001,152.44499477855163
23017,Departamento,Belgrano,3.0,90400.0,-34.5620844,-58.4566864,243.4666741961486
23018,Departamento,Belgrano,2.0,123000.0,-34.5697714,-58.44567370000001,42.243949313771815
23024,Departamento,Congreso,1.0,78000.0,-34.6067831382,-58.393528779899995,53.28918307063117
23025,Departamento,Floresta,3.0,78000.0,-34.6282465,-58.48441089999999,239.87207265386334
23028,Departamento,Recoleta,4.0,105300.0,-34.589309,-58.3928879,22.07183737751707
23029,Departamento,Recoleta,2.0,115000.0,-34.5955743,-58.40130129999999,231.05560098329752
23032,Departamento,Recoleta,1.0,132000.0,-34.59813629999999,-58.38414229999999,62.74477418413758
23035,Departamento,Recoleta,1.0,79500.0,-34.5942654,-58.38317610000001,133.92733482747164
23036,Departamento,Recoleta,3.0,149900.0,-34.587382500000004,-58.3972762,189.8143755573454
23041,Departamento,Balvanera,3.0,130000.0,-34.620945899999995,-58.4007991,308.3421987905769
23042,Departamento,Balvanera,2.0,125000.0,-34.5991654,-58.4109826,132.56750846614875
23043,Departamento,Balvanera,2.0,59500.0,-34.6172946,-58.3963798,144.07905600262055
23044,Departamento,Balvanera,3.0,149900.0,-34.61524910000001,-58.39936949999999,45.58113854072464
23045,Departamento,Balvanera,1.0,78000.0,-34.606765476999996,-58.3935502376,55.85498997283717
23046,Departamento,Caballito,3.0,81400.0,-34.6159245,-58.4406027,252.36910871235492
23048,Departamento,Caballito,2.0,50000.0,-34.6159245,-58.4406027,252.36910871235492
23050,Departamento,Caballito,2.0,125000.0,-34.6246225,-58.4581593,202.895843953084
23052,Departamento,Caballito,1.0,125000.0,-34.608142323,-58.4321836052,78.67081154870073
23054,Departamento,Chacarita,2.0,120000.0,-34.585998499999995,-58.45443630000001,85.81271383500655
23055,Departamento,San Telmo,2.0,118000.0,-34.6235141,-58.376459,149.29248933214203
23056,Departamento,San Telmo,2.0,110000.0,-34.6235141,-58.376459,149.29248933214203
23057,Departamento,San Telmo,2.0,115000.0,-34.6235141,-58.376459,149.29248933214203
23058,Departamento,San Telmo,1.0,102000.0,-34.6235141,-58.376459,149.29248933214203
23059,Departamento,San Telmo,2.0,119000.0,-34.6235141,-58.376459,149.29248933214203
23061,Departamento,Colegiales,1.0,110000.0,-34.5795026,-58.4502428,130.37629566561256
23064,Departamento,Colegiales,1.0,129000.0,-34.5783702,-58.4498708,99.47165528696472
23065,Departamento,Colegiales,3.0,128000.0,-34.5783702,-58.4498708,99.47165528696472
23077,Departamento,San Nicolás,2.0,120000.0,-34.6032679,-58.3775485,153.74978194718346
23078,Departamento,San Nicolás,2.0,79500.0,-34.6044441,-58.3899418,58.043105464726445
23080,Departamento,Constitución,1.0,69000.0,-34.6254075,-58.3929851,164.26651863504267
23083,Departamento,Villa Urquiza,3.0,135000.0,-34.576257700000006,-58.4830973,187.07883389044247
23086,Departamento,Villa Urquiza,1.0,129000.0,-34.5788626,-58.491829,218.84333254908012
23088,Departamento,Villa Pueyrredón,1.0,115000.0,-34.586009000000004,-58.5037942,151.87292165402303
23089,Departamento,Villa Pueyrredón,2.0,125000.0,-34.5846915,-58.4883067,274.96588690588686
23090,Departamento,Villa Pueyrredón,2.0,122000.0,-34.5871953,-58.50107610000001,237.44820258964003
23093,Local comercial,San Nicolás,4.0,100000.0,-34.6036844,-58.3815591,221.17537329765688
23126,PH,Coghlan,3.0,145000.0,-34.5601594,-58.47156579999999,82.57485019806968
23128,PH,Saavedra,3.0,147000.0,-34.541872,-58.477395,73.50413806833913
23133,Oficina,Boedo,1.0,75000.0,-34.61773400000001,-58.3989637,193.5393388857117
23139,Oficina,Balvanera,1.0,75000.0,-34.61773400000001,-58.3989637,193.5393388857117
23140,Oficina,San Telmo,1.0,75000.0,-34.61773400000001,-58.3989637,193.5393388857117
23142,Oficina,Barrio Norte,8.0,95000.0,-34.6093901,-58.37958860000001,120.81492390980965
23144,Oficina,Villa Crespo,1.0,115000.0,-34.60076710000001,-58.4386426,52.85174717031433
23146,Oficina,San Cristobal,1.0,75000.0,-34.61773400000001,-58.3989637,193.5393388857117
23148,Departamento,Once,2.0,115000.0,-34.6122881,-58.405579,50.5431204209195
23152,Departamento,Flores,1.0,96000.0,-34.6190309,-58.4641466,400.9681971246244
23153,Departamento,Flores,2.0,95000.0,-34.6264761,-58.462188,125.96357595262783
23157,Departamento,Nuñez,1.0,110000.0,-34.550976,-58.47059100000001,89.02586903820067
23158,Departamento,Nuñez,1.0,117000.0,-34.550976,-58.47059100000001,89.02586903820067
23159,Departamento,Nuñez,2.0,130000.0,-34.5485383,-58.4686063,130.1312998304223
23161,Departamento,Almagro,2.0,119900.0,-34.603688261799995,-58.4179781,170.4400588252488
23162,Departamento,Coghlan,2.0,139000.0,-34.5636516,-58.4788938,97.53788221108528
23166,Departamento,Palermo,1.0,145000.0,-34.5825896,-58.4091934,95.40086655022351
23171,Departamento,Palermo,1.0,83200.0,-34.5920631,-58.4264591,130.6289915752923
23176,Departamento,Belgrano,1.0,149000.0,-34.554697999999995,-58.464091,142.19693342038624
23185,Departamento,Congreso,2.0,78000.0,-34.6083956,-58.3964949,38.07233769111316
23188,Departamento,Paternal,1.0,62000.0,-34.603159999999995,-58.458116,244.47448053179048
23193,Departamento,Recoleta,2.0,130000.0,-34.6003071,-58.3915877,28.82179652748998
23194,Departamento,Recoleta,2.0,83700.0,-34.587382500000004,-58.3972762,189.8143755573454
23198,Departamento,Saavedra,1.0,130000.0,-34.543248,-58.4814,291.2842783376514
23199,Departamento,Saavedra,1.0,115000.0,-34.5441417448,-58.4790915222,78.93459462228599
23200,Departamento,Balvanera,1.0,65000.0,-34.607248299999995,-58.3957127,96.42233735513295
23202,Departamento,Balvanera,2.0,115000.0,-34.6122881,-58.405579,50.5431204209195
23206,Departamento,Caballito,1.0,75000.0,-34.610282700000006,-58.4516093,146.05514350813147
